gene_id/transcript_id	SJINF053_211
FSIP2-003	8.0032
FSIP2-007	0.0
FSIP2-008	0.0
FSIP2-202	0.0
RBM34-001	930.2921
RBM34-004	17.527
RBM34-010	991.5966
RBM34-006	661.7847
RBM34-005	1142.2969
RBM34-007	295.6383
RBM34-002	155.4222
RBM34-008	0.0
RBM34-003	334.0536
RBM34-009	16.7267
NOXA1-001	416.1665
NOXA1-201	0.0
TBC1D3P2-003	0.0
TBC1D3P2-001	0.0
TBC1D3P2-002	0.0
TMEM198-002	0.0
TMEM198-001	48.0192
TMEM198-003	0.0
TMEM198-004	0.0
BCL2L15-002	356.8627
BCL2L15-001	77.7111
BCL2L15-005	0.0
BCL2L15-004	0.8804
BCL2L15-003	4.7219
BCL2L15-007	0.0
FZD9-001	16.0064
TMSB4XP2-001	8.0032
SPRED3-001	267.3069
SPRED3-002	0.0
SPRED3-006	28.8115
SPRED3-003	0.0
SPRED3-008	0.0
SPRED3-005	0.0
SPRED3-007	0.0
OPTC-001	0.0
OPTC-002	0.0
PLET1-001	48.4994
ADRB3-001	0.0
ADRB3-003	0.0
ADRB3-201	0.0
SKOR1-001	26.5706
SKOR1-003	0.0
SKOR1-004	0.0
SKOR1-002	157.503
CATSPER4-002	0.0
CATSPER4-001	0.0
CATSPER4-003	0.0
CATSPER4-201	0.0
PRELP-001	0.0
PLA2G2E-001	0.0
ZNF548-002	6392.0768
ZNF548-001	4959.1036
ZNF548-008	380.9524
ZNF548-006	0.0
ZNF548-007	81.7927
ZNF548-004	0.0
ZNF548-011	56.1024
ZNF548-009	273.3894
ZNF548-010	59.1437
ZNF548-005	47.6991
ZNF548-012	660.4242
ZNF548-003	105.2421
MTF1-001	10916.3665
MTF1-002	0.0
TMCO2-001	0.0
TMCO2-002	0.0
ZNF322P1-001	0.0
SHISA6-004	0.0
SHISA6-002	0.0
SHISA6-003	0.0
SHISA6-001	0.0
TMEM201-003	2240.4162
TMEM201-002	6534.0536
TMEM201-001	357.9832
TMEM201-005	223.2893
TMEM201-004	16.0064
NHLRC3-002	3717.2469
NHLRC3-005	2454.0216
NHLRC3-001	3399.8399
NHLRC3-003	5337.575
NHLRC3-004	457.543
NHLRC3-201	0.0
HMX2-001	272.1088
SNTN-002	0.0
SNTN-003	0.0
SNTN-001	0.0
ZDHHC11-001	569.5878
ZDHHC11-201	0.0
ZDHHC11-003	378.9516
ZDHHC11-010	20.3281
ZDHHC11-008	18.1673
ZDHHC11-004	234.0136
ZDHHC11-007	0.0
ZDHHC11-006	24.3297
ZDHHC11-002	249.2997
ZDHHC11-009	40.016
ZDHHC11-005	100.6002
FAM26F-003	38.0952
FAM26F-001	210.004
FAM26F-002	0.0
CNR2-001	2144.8579
LINC00910-004	185.2741
LINC00910-003	129.892
LINC00910-006	0.0
LINC00910-007	0.0
LINC00910-002	0.0
LINC00910-001	334.934
SLX4-001	7355.5822
SLX4-003	622.7291
SLX4-002	288.9956
GLRA4-001	0.0
GLRA4-003	0.0
GLRA4-002	0.0
GLRA4-004	0.0
DPPA3P2-003	0.0
DPPA3P2-002	0.0
ENTPD8-001	0.0
ENTPD8-201	29.5318
ENTPD8-002	34.4938
ENTPD8-003	0.0
ENTPD8-004	0.0
RPL14-001	6575.03
RPL14-002	4373.3493
RPL14-007	0.0
RPL14-004	434.4138
RPL14-006	0.0
RPL14-005	70.4282
RPL14-010	117.0068
RPL14-003	15236.5746
RPL14-009	161.9048
BEND4-001	236.3345
BEND4-002	813.2853
BEND4-201	6.8027
RP11-159F24.2-001	0.0
RP11-159F24.2-002	0.0
RPSAP47-001	8.0832
FAM78B-201	0.0
FAM78B-001	0.0
FAM78B-002	8.0032
FAM78B-003	0.0
FAM78B-004	0.0
ZNF563-001	73.5494
ZNF563-005	3.8415
ZNF563-004	18.6475
ZNF563-002	0.0
TMC3-001	15.6863
TMC3-004	0.3201
TMC3-002	0.0
RPL10AP2-001	8.0032
POTEA-001	0.0
POTEA-003	0.0
FBF1-201	0.0
FBF1-202	0.0
FBF1-002	2387.3549
FBF1-008	8.0832
FBF1-004	278.1913
FBF1-001	900.3601
FBF1-005	253.3814
FBF1-007	113.6455
FBF1-010	96.3585
FBF1-009	0.0
FBF1-003	1204.6419
FBF1-006	144.938
KLRG2-001	16.0064
KLRG2-003	0.0
ASTL-001	16.0064
ASTL-002	0.0
MSL1-006	4209.7639
MSL1-003	17900.04
MSL1-004	13258.3433
MSL1-005	6025.2901
MSL1-009	16.2465
MSL1-002	4057.2229
MSL1-007	2206.3225
MSL1-012	321.3285
MSL1-011	47.7791
MSL1-010	20.008
MSL1-013	381.2725
CTD-3088G3.8-008	8.0032
CTD-3088G3.8-005	66.6667
CTD-3088G3.8-004	0.0
CTD-3088G3.8-001	1261.7847
CTD-3088G3.8-009	48.0992
CTD-3088G3.8-010	0.0
CTD-3088G3.8-006	0.0
CTD-3088G3.8-002	0.0
LRRK2-004	557.503
LRRK2-002	79.8719
LRRK2-001	0.0
LRRK2-005	49.2197
LRRK2-006	0.0
LRRK2-003	577.9112
LRRK2-007	0.0
BSX-001	0.0
GJB3-001	48.0192
GJB3-002	0.0
FAM196A-002	0.0
FAM196A-001	0.0
FAM196A-201	0.0
TRMT2B-001	1267.0668
TRMT2B-003	3703.3213
TRMT2B-004	841.4566
TRMT2B-005	281.3926
TRMT2B-006	57.7031
TRMT2B-201	1148.1393
HACD4-002	186.0744
HACD4-001	10626.2505
CFAP126-001	0.0
USP32P1-008	2953.9016
USP32P1-003	2803.5214
USP32P1-002	601.0404
USP32P1-011	0.0
USP32P1-006	244.898
USP32P1-004	1050.1
USP32P1-005	0.0
USP32P1-001	1567.9872
USP32P1-012	42.0968
USP32P1-013	800.8804
USP32P1-010	0.0
NYX-001	0.0
NYX-002	0.0
NYX-003	0.0
FAM120AOS-005	873.6295
FAM120AOS-003	2477.1509
FAM120AOS-002	191.1164
FAM120AOS-001	90.5162
FAM120AOS-006	2122.2889
FAM120AOS-004	1169.5878
FAM120AOS-007	733.0132
FAM120AOS-008	191.4366
FAM120AOS-010	0.0
FAM120AOS-009	475.3902
FAM120AOS-011	0.0
UTS2B-001	0.0
UTS2B-008	0.0
UTS2B-005	0.0
UTS2B-002	0.0
UTS2B-006	0.0
UTS2B-009	0.0
UTS2B-007	0.0
UTS2B-004	0.0
UTS2B-003	0.0
C9orf152-001	32.0128
C9orf152-002	0.0
NOC2L-001	20559.0236
NOC2L-004	318.4474
NOC2L-005	4429.932
NOC2L-003	295.5582
NOC2L-006	407.443
NOC2L-002	0.0
MSANTD1-003	135.094
MSANTD1-002	9.0436
MSANTD1-001	68.4274
MSANTD1-004	19.5278
AADACL3-002	0.0
AADACL3-001	0.0
DHFRP1-001	146.0584
NELFB-001	16670.6683
SLC15A5-001	0.0
LIPI-001	24.0096
LIPI-002	0.0
LIPI-201	0.0
LIPI-202	0.0
LRRC66-001	16.0064
ZNF292-001	47406.3225
ZNF292-005	35493.6375
ZNF292-007	979.3517
ZNF292-006	185.034
ZNF292-004	0.0
ZNF292-002	0.0
ZNF292-003	392.6371
ZNF292-008	0.0
ZNF292-009	104.6819
HUS1B-001	40.016
KCTD21-001	1992.2369
KCTD21-007	0.0
KCTD21-006	28.8115
KCTD21-003	0.0
KCTD21-005	0.0
KCTD21-004	9.1236
SBSN-002	0.0
SBSN-001	0.0
SBSN-003	0.0
PROS2P-001	0.0
ADAT2-001	1657.383
ADAT2-002	160.064
ADAT2-003	2608.3233
KIR2DL4-003	49.7799
KIR2DL4-006	0.0
KIR2DL4-004	27.3709
KIR2DL4-001	82.9132
KIR2DL4-201	0.0
KIR2DL4-008	0.0
KIR2DL4-007	0.0
KIR2DL4-005	0.0
KIR2DL4-002	0.0
FAM35DP-001	158.2233
MAGEB16-003	0.0
MAGEB16-004	0.0
MAGEB16-001	0.0
MAGEB16-005	0.0
MAGEB16-002	0.0
VHLL-001	16.0064
DUSP21-001	0.0
ZNF567-002	365.9864
ZNF567-001	698.5994
ZNF567-004	51.7007
ZNF567-003	1182.393
ZNF567-007	0.0
ZNF567-009	14.2457
ZNF567-008	0.0
NDUFA4-001	1456.2625
NDUFA4-004	8.8836
NDUFA4-005	89.3157
NDUFA4-002	313.9656
NDUFA4-003	129.4118
NDUFA4-006	195.038
ANKDD1B-003	16.0064
ANKDD1B-001	40.016
ANKDD1B-004	0.0
ANKDD1B-002	0.0
ALKBH2-001	76.1905
ALKBH2-007	78.1913
ALKBH2-003	42.1769
ALKBH2-005	40.8163
ALKBH2-008	196.5586
ALKBH2-004	0.0
ALKBH2-009	0.0
ALKBH2-201	70.2681
RNFT1-001	5450.5802
RNFT1-201	0.0
RNFT1-003	2246.9788
RNFT1-004	1535.1741
RNFT1-002	800.2401
RNFT1-005	101.8007
RNFT1-009	1452.3409
RNFT1-006	569.6679
RNFT1-008	2264.986
RNFT1-007	0.0
RNF222-201	40.016
RNF222-001	0.0
CGB5-001	0.0
RELN-002	14.4858
RELN-201	0.7203
RELN-001	0.7203
RELN-009	0.0
RELN-006	0.0
RELN-008	0.0
RELN-007	0.0
FAM111B-001	3212.485
FAM111B-201	0.0
FAM111B-003	41.3766
FAM111B-002	1564.1457
FAM111B-004	0.0
FAM111B-202	0.0
APOD-001	0.0
APOD-005	8.0032
APOD-004	0.0
APOD-003	0.0
APOD-002	0.0
H1F0-001	4361.7447
GAGE2A-001	0.0
LITAF-005	0.0
LITAF-201	0.0
LITAF-002	1144.1377
LITAF-009	19.2877
LITAF-006	3995.9984
LITAF-013	8.0032
LITAF-016	0.0
LITAF-012	0.0
LITAF-001	329.2517
LITAF-008	30.7323
LITAF-011	0.0
LITAF-015	17.8471
LITAF-007	0.0
LITAF-004	9.6839
LITAF-010	18.6475
LITAF-019	0.0
LITAF-014	68.2673
LITAF-017	0.0
LITAF-018	0.0
LITAF-202	0.0
LITAF-203	9020.1681
VSTM1-001	13.6855
VSTM1-201	0.0
VSTM1-202	0.0
VSTM1-003	0.0
VSTM1-203	2.3209
VSTM1-002	0.0
TMEM120A-003	147.8992
TMEM120A-006	12.0848
TMEM120A-004	244.0976
TMEM120A-002	295.3181
TMEM120A-017	0.0
TMEM120A-010	377.9112
TMEM120A-014	115.4062
TMEM120A-009	180.7123
TMEM120A-012	43.6975
TMEM120A-016	50.5002
TMEM120A-005	337.495
TMEM120A-011	0.0
TMEM120A-015	35.2941
TMEM120A-001	968.6275
TMEM120A-013	0.0
ARID2-001	12292.8371
ARID2-002	12417.2069
ARID2-008	0.0
ARID2-007	0.0
ARID2-003	8659.7839
ARID2-006	1208.2433
ARID2-009	28.4114
ARID2-004	1390.3962
ARID2-005	689.876
RIMKLBP1-001	224.97
FAM25G-001	0.0
FAM25G-002	0.0
SF3B3-001	31008.8836
SF3B3-011	118.2073
SF3B3-020	0.0
SF3B3-010	3660.104
SF3B3-004	39.0556
SF3B3-014	1568.9476
SF3B3-003	105.4022
SF3B3-008	1918.0472
SF3B3-007	824.2497
SF3B3-006	676.9908
SF3B3-009	315.7263
SF3B3-012	1216.0864
SF3B3-005	0.0
SF3B3-016	1672.589
SF3B3-018	20.9684
PRSS48-002	0.0
PRSS48-001	0.0
IL1RAPL2-201	0.0
IL1RAPL2-001	0.0
IL1RAPL2-002	0.0
BLOC1S3-001	2276.9108
BLOC1S3-002	175.8303
BLOC1S3-004	0.0
BLOC1S3-003	12.2449
SP6-001	8.0032
SP6-002	0.0
ANKRD34B-001	8.0032
ANKRD34B-002	0.0
PLAC9-001	72.0288
PLAC9-003	0.0
PLAC9-002	0.0
PLAC9-004	24.0096
FAM47B-001	0.0
NKAPL-001	0.0
UBE2Q2P1-002	1144.0576
UBE2Q2P1-001	18.4074
UBE2Q2P1-004	760.6242
UBE2Q2P1-005	62.9852
UBE2Q2P1-003	60.4242
UBE2Q2P1-006	55.062
UBE2Q2P1-007	27.2909
FSCB-001	0.0
CLDN4-201	0.0
CLDN4-001	32.0128
CLDN4-002	0.0
CLDN4-003	0.0
CLDN4-004	0.0
ZNF573-201	0.0
ZNF573-202	0.0
ZNF573-001	0.0
ZNF573-004	0.0
ZNF573-005	0.0
ZNF573-002	0.0
ZNF573-003	0.0
ZNF573-203	389.916
ZNF573-015	0.0
ZNF573-006	278.1913
ZNF573-010	0.0
ZNF573-011	0.0
ZNF573-014	0.0
ZNF573-013	0.0
ZNF573-012	0.0
ZNF573-008	0.0
ZNF573-007	0.0
ZNF573-017	16.0064
ZNF573-016	12.1649
RP11-77G22.2-001	0.0
CRYM-AS1-001	53.9416
CRYM-AS1-002	39.7759
CRYM-AS1-003	58.2633
GRAPL-001	299.7999
GRAPL-003	0.0
GRAPL-004	81.9528
GRAPL-005	622.3289
GRAPL-002	59.8639
FAM47E-001	0.0
FAM47E-002	8.0032
FAM47E-007	0.0
FAM47E-006	0.0
FAM47E-011	8.0032
FAM47E-009	8.0032
FAM47E-003	0.0
FAM47E-013	0.0
FAM47E-012	0.0
HN1-003	0.0
HN1-004	0.0
HN1-001	2860.5042
HN1-009	0.0
HN1-012	270.9084
HN1-005	185.5142
HN1-007	0.0
HN1-010	385.7543
HN1-006	69.7879
HN1-014	0.0
HN1-013	1077.471
HN1-015	0.0
ZNF527-002	623.0492
ZNF527-004	547.9792
ZNF527-001	42.0168
ZNF527-007	0.0
ZNF527-003	65.066
ZNF527-005	33.8535
ZNF527-006	16.5666
TNRC18P3-001	0.0
ZAR1L-201	0.0
ZAR1L-001	0.0
KRTAP10-12-001	0.0
KRTAP10-12-201	0.0
S100A13-001	0.0
S100A13-201	46.7387
S100A13-202	0.0
S100A13-203	0.0
S100A13-204	304.3617
S100A13-002	0.0
S100A13-006	586.7147
ZNF33A-201	5508.2033
ZNF33A-202	4993.8375
ZNF33A-007	306.8427
ZNF33A-001	10374.1497
ZNF33A-005	514.7659
ZNF33A-003	103.0812
ZNF33A-004	0.0
ZNF33A-008	74.91
OR14I1-001	0.0
KRT77-001	0.0
KRT77-003	0.0
KRT77-002	8.0032
PCDH18-001	0.0
PCDH18-002	0.0
PCDH18-003	0.0
PCDH18-005	0.0
PCDH18-006	0.0
PCDH18-007	0.0
PCDH18-009	0.0
PCDH18-008	0.0
DCAF8L2-004	0.0
DCAF8L2-001	0.0
DCAF8L2-201	0.0
DCAF8L2-003	0.0
DCAF8L2-005	0.0
DCAF8L2-002	0.0
ZNF600-001	9088.8355
ZNF600-201	0.0
ZNF600-002	498.5194
ZNF600-005	0.0
ZNF600-003	278.7515
ZNF600-004	639.6158
BTBD8-002	297.7991
BTBD8-001	14.3257
LINC00994-001	0.0
DPY19L2P1-002	8.0032
DPY19L2P1-001	0.0
DPY19L2P1-003	0.0
MAOA-001	22.9692
MAOA-003	3.5214
MAOA-002	0.0
MAOA-201	29.5318
PAX8-AS1-001	0.0
PAX8-AS1-002	11522.0488
PAX8-AS1-007	810.004
PAX8-AS1-006	603.0412
PAX8-AS1-004	1505.082
PAX8-AS1-005	2629.1317
PAX8-AS1-003	302.3609
PAX8-AS1-008	0.0
PAX8-AS1-009	270.7483
PAX8-AS1-013	37.615
PAX8-AS1-010	457.383
PAX8-AS1-012	199.6799
PAX8-AS1-014	27.3709
PAX8-AS1-011	0.0
PAX8-AS1-015	413.1253
PAX8-AS1-016	36.0944
PAX8-AS1-019	11.3645
PAX8-AS1-018	16.1665
PAX8-AS1-017	16.0064
C15orf61-001	313.3253
C15orf61-003	277.1509
C15orf61-002	0.0
C15orf61-004	0.0
AC069277.2-004	0.0
AC069277.2-006	0.0
AC069277.2-007	0.0
AC069277.2-001	0.0
AC069277.2-005	0.0
NUGGC-001	152.0608
NUGGC-002	0.0
LINC00943-003	0.0
LINC00943-007	0.0
LINC00943-002	0.0
LINC00943-001	0.0
LINC00943-006	0.0
LINC00943-004	0.0
LINC00943-005	0.0
LINC00943-201	0.0
TSPYL1-001	13499.7199
SPANXN3-001	0.0
TRIM64B-001	0.0
PNRC2-001	31922.529
PNRC2-002	3092.3569
PNRC2-003	95.9584
PNRC2-004	95.2381
DRICH1-001	252.9812
DRICH1-201	127.491
LINC01164-001	0.0
GJB5-001	32.0128
FHIT-201	0.0
FHIT-006	0.0
FHIT-005	151.7407
FHIT-002	76.9908
FHIT-001	23.8495
FHIT-007	0.0
FHIT-004	8.0032
FHIT-003	27.611
FAM150B-003	0.0
FAM150B-005	177.431
FAM150B-002	1.3605
FAM150B-001	282.2729
FAM150B-004	0.0
FAM150B-006	27.2909
FAM150B-007	46.0184
FAM150B-201	0.0
ANKRD62P1-PARP4P3-001	0.0
ANKRD62P1-PARP4P3-002	0.0
ZKSCAN3-201	5020.4082
ZKSCAN3-002	1687.7151
ZKSCAN3-001	0.0
FOXR2-001	0.0
RRP7A-001	18191.9968
RRP7A-003	156.8627
RRP7A-002	119.0076
LIN54-001	1581.1925
LIN54-006	0.0
LIN54-004	1975.03
LIN54-003	1223.1293
LIN54-009	8.0032
LIN54-008	698.3593
LIN54-007	0.0
LIN54-010	0.0
LIN54-002	834.3337
LIN54-005	450.6603
RP11-797H7.5-001	0.0
FAM53B-003	2166.8667
FAM53B-001	54575.9904
FAM53B-004	12123.4894
FAM180A-201	0.0
FAM180A-003	0.0
FAM180A-002	0.0
FAM180A-001	0.0
C6orf222-001	0.0
SPANXN4-001	0.0
SPANXN4-002	0.0
RP11-113D6.10-002	0.0
RP11-113D6.10-001	0.0
RP11-113D6.10-003	0.0
RP11-113D6.10-004	0.0
S100A14-201	0.0
S100A14-004	0.0
S100A14-002	0.0
S100A14-003	0.0
S100A14-005	0.0
S100A14-001	0.0
KAZN-003	145.4982
KAZN-005	0.0
KAZN-001	10.3241
KAZN-007	0.0
KAZN-201	0.0
KAZN-002	36.2545
KAZN-006	8.0032
SLC35E2B-002	13919.6479
SLC35E2B-004	2296.8387
SLC35E2B-001	66383.3533
SLC35E2B-201	811.9248
SLC35E2B-003	15143.7375
RPS2P46-001	215.9264
FAM90A27P-001	0.0
FAM90A27P-002	0.0
FAM179A-003	55.7823
FAM179A-007	0.0
FAM179A-004	0.0
FAM179A-005	0.0
FAM179A-006	0.0
FAM179A-001	197.9192
FAM179A-002	26.4106
SPATA31D4-001	0.0
NEMP2-002	45.058
NEMP2-001	7861.7847
NEMP2-004	222.0088
NEMP2-005	25.6903
NEMP2-003	688.9156
NEMP2-006	0.0
ALG1L-001	0.0
ALG1L-201	0.0
KIAA0408-001	2.1609
KIAA0408-002	5.8423
KIAA0408-005	0.0
KIAA0408-003	7.6831
KIAA0408-004	0.0
GSPT2-001	2392.9572
RP6-149D17.1-001	0.0
TBC1D28-001	0.0
TBC1D28-201	0.0
TBC1D28-010	0.0
TBC1D28-005	0.0
TBC1D28-003	0.0
TBC1D28-007	0.0
TBC1D28-004	0.0
TBC1D28-008	0.0
TBC1D28-006	0.0
TBC1D28-009	0.0
C8orf76-001	520.6082
C8orf76-008	0.0
C8orf76-005	48.8195
C8orf76-004	15.8463
C8orf76-007	1248.8996
C8orf76-003	16.1665
C8orf76-006	77.9512
CXCL17-002	0.0
CXCL17-001	8.0032
FAM90A14P-001	8.7235
OR7E12P-001	8.3233
OTUD6A-001	0.0
HMGB1-003	38911.8848
HMGB1-001	64035.9344
HMGB1-004	20491.9568
HMGB1-009	21267.3069
HMGB1-011	91.1565
HMGB1-012	8946.6186
HMGB1-007	1020.6483
HMGB1-008	6046.0184
MMP23B-001	0.0
MMP23B-002	91.2365
MMP23B-201	0.0
MMP23B-004	0.0
MMP23B-005	11.7647
MMP23B-003	0.0
MMP23B-007	27.6911
MMP23B-006	0.0
MMP23B-008	8.0032
MMP23B-010	0.0
MMP23B-009	145.018
MMP23B-202	0.0
SH2D5-001	0.0
SH2D5-003	0.0
SH2D5-005	0.0
SH2D5-002	0.0
SH2D5-006	0.0
SH2D5-004	0.0
SH2D5-007	0.0
SPATA41-004	0.0
SPATA41-001	32.0128
ZFP92-002	680.2721
USP32P3-001	931.7327
USP32P3-003	143.8976
USP32P3-002	31.7727
NCR1-004	212.405
NCR1-003	0.0
NCR1-002	0.0
NCR1-005	0.0
NCR1-001	68.9076
NCR1-006	53.1413
NCR1-007	0.0
NCR1-008	9.7639
RASSF10-001	96.0384
GJB4-001	18.4874
RNU1-75P-201	0.0
MIR494-201	0.0
RNU1-15P-201	0.0
Y_RNA.1-201	0.0
OR2L13-001	0.0
OR2L13-201	101.6407
BLOC1S2-003	0.0
BLOC1S2-002	1431.5326
BLOC1S2-001	357.6631
BLOC1S2-004	78.1913
BLOC1S2-201	0.0
BLOC1S2-202	373.5894
SYCP2-001	3424.6499
SYCP2-201	4861.5446
SYCP2-008	147.499
SYCP2-003	0.0
SYCP2-002	0.0
SYCP2-006	143.3373
SYCP2-005	59.6238
SYCP2-007	0.0
SYCP2-004	22.8892
ZNF724P-001	648.2593
ZNF724P-003	0.0
ZNF724P-002	0.0
IL1RAP-001	6913.5654
IL1RAP-006	0.0
IL1RAP-009	0.0
IL1RAP-017	0.0
IL1RAP-201	0.0
IL1RAP-004	0.0
IL1RAP-003	0.0
IL1RAP-010	0.0
IL1RAP-008	0.0
IL1RAP-007	264.3457
IL1RAP-002	0.0
IL1RAP-202	0.0
IL1RAP-005	4994.7179
IL1RAP-016	0.0
IL1RAP-012	0.0
IL1RAP-011	48.2593
IL1RAP-013	0.0
IL1RAP-014	0.0
IL1RAP-015	16.0064
AC013442.1-001	0.0
PTPRT-004	0.0
PTPRT-006	0.0
PTPRT-002	0.0
PTPRT-001	0.0
PTPRT-009	0.0
PTPRT-005	0.0
PTPRT-007	0.0
PTPRT-008	0.0
PTPRT-201	0.0
PTPRT-010	0.0
PTPRT-202	0.0
PTPRT-203	0.0
MYBPC1-009	0.0
MYBPC1-006	0.0
MYBPC1-003	0.0
MYBPC1-201	0.0
MYBPC1-001	0.0
MYBPC1-010	0.0
MYBPC1-011	0.0
MYBPC1-008	0.0
MYBPC1-004	0.0
MYBPC1-002	0.0
MYBPC1-017	0.0
MYBPC1-022	0.0
MYBPC1-023	0.0
MYBPC1-020	0.0
MYBPC1-013	0.0
MYBPC1-014	0.0
MYBPC1-024	0.0
MYBPC1-019	0.0
MYBPC1-018	0.0
MYBPC1-015	0.0
MYBPC1-021	0.0
MYBPC1-012	0.0
MYBPC1-016	0.0
MYBPC1-007	0.0
PAX5-001	234602.2409
PAX5-002	270.108
PAX5-012	0.0
PAX5-003	525.4902
PAX5-004	377.431
PAX5-013	0.0
PAX5-008	32.493
PAX5-016	155.2621
PAX5-007	0.0
PAX5-005	124.93
PAX5-009	1541.1765
PAX5-015	0.0
PAX5-010	0.0
PAX5-006	49.0596
PAX5-011	40.4162
PAX5-014	223.2893
AC079610.2-001	24.0096
OR5K4-001	0.0
OR6M1-001	0.0
SPOCK3-001	0.0
SPOCK3-006	0.0
SPOCK3-201	0.0
SPOCK3-002	0.0
SPOCK3-004	0.0
SPOCK3-009	0.0
SPOCK3-016	0.0
SPOCK3-007	0.0
SPOCK3-022	0.0
SPOCK3-014	0.0
SPOCK3-003	0.0
SPOCK3-008	0.0
SPOCK3-021	0.0
SPOCK3-018	0.0
SPOCK3-013	0.0
SPOCK3-020	0.0
SPOCK3-012	0.0
SPOCK3-015	0.0
SPOCK3-011	0.0
SPOCK3-023	0.0
SPOCK3-005	0.0
SPOCK3-010	8.0032
SPOCK3-024	0.0
SPOCK3-019	0.0
SPOCK3-017	0.0
SPOCK3-202	0.0
ZNF676-001	0.0
ZNF699-201	313.5654
ZNF699-002	45.2181
ZNF699-001	1422.8892
RP3-391O22.3-001	0.0
ADAM5-007	0.0
ADAM5-001	0.0
ADAM5-002	0.0
ADAM5-003	0.0
ADAM5-010	0.0
ADAM5-009	0.0
ADAM5-008	0.0
ADAM5-006	0.0
ADAM5-005	0.0
ADAM5-011	0.0
ADAM5-012	0.0
TDRD7-001	9402.0008
TDRD7-002	313.8856
C16orf93-008	0.0
C16orf93-011	38.1753
C16orf93-010	308.9236
C16orf93-005	56.5026
C16orf93-001	913.8856
C16orf93-003	98.9196
C16orf93-004	362.6251
C16orf93-012	35.3741
C16orf93-007	1746.3786
C16orf93-009	281.7127
C16orf93-006	346.2985
C16orf93-002	107.7231
OR8A1-001	0.0
KIAA0895L-001	271.2285
KIAA0895L-002	944.4578
KIAA0895L-003	2420.8884
KIAA0895L-011	0.0
KIAA0895L-004	0.0
KIAA0895L-016	2170.3081
KIAA0895L-010	36.3345
KIAA0895L-005	19.3677
KIAA0895L-007	319.7279
KIAA0895L-006	46.6587
KIAA0895L-014	0.0
KIAA0895L-012	13.4454
HLA-DRB1-001	28315.5662
HLA-DRB1-201	960.5442
VN1R2-001	0.0
VN1R2-002	0.0
MYT1-001	0.0
MYT1-002	0.0
MYT1-201	0.0
MYT1-003	0.0
MYT1-202	0.0
SERPINA3-007	0.0
SERPINA3-002	0.0
SERPINA3-003	0.0
SERPINA3-004	0.0
SERPINA3-006	0.0
SERPINA3-008	0.0
SERPINA3-009	0.0
SERPINA3-010	0.0
AKR1C3-001	271.7087
AKR1C3-201	290.7563
AKR1C3-002	0.0
AKR1C3-004	16.4866
AKR1C3-003	0.0
AKR1C3-008	0.0
AKR1C3-009	0.0
AKR1C3-010	9.0436
AKR1C3-006	0.0
AKR1C3-005	12.1649
AKR1C3-007	0.0
SPATS2L-001	0.0
SPATS2L-008	0.0
SPATS2L-026	0.0
SPATS2L-005	0.0
SPATS2L-010	0.0
SPATS2L-003	75.6303
SPATS2L-023	80.7523
SPATS2L-002	0.0
SPATS2L-201	0.0
SPATS2L-004	0.0
SPATS2L-019	0.0
SPATS2L-016	0.0
SPATS2L-017	0.0
SPATS2L-021	0.0
SPATS2L-011	0.0
SPATS2L-012	0.0
SPATS2L-013	0.0
SPATS2L-022	0.0
SPATS2L-014	0.0
SPATS2L-020	0.0
SPATS2L-015	0.0
SPATS2L-006	0.0
SPATS2L-025	9.7639
SPATS2L-024	8.8836
SPATS2L-027	16.0064
SPATS2L-018	0.0
SPATS2L-009	0.0
SPATS2L-202	25.05
OR11H13P-001	0.0
ZNF250-001	962.3049
ZNF250-005	656.6627
ZNF250-011	13.6855
ZNF250-007	104.0416
ZNF250-014	19.4478
ZNF250-015	23.6895
ZNF250-002	43.1373
ZNF250-012	25.8503
ZNF250-004	0.0
ZNF250-008	0.0
WDSUB1-004	777.6711
WDSUB1-001	3495.3181
WDSUB1-002	0.0
WDSUB1-003	737.0148
WDSUB1-005	0.0
ZNF79-001	664.4258
ZNF79-201	610.1641
ZNF79-202	894.2777
ZNF79-203	0.0
S100A4-002	45.3782
S100A4-006	0.0
S100A4-003	0.0
S100A4-001	9453.2213
S100A4-005	233.8535
S100A4-004	23.4494
PLEKHG4-002	0.0
PLEKHG4-005	0.0
PLEKHG4-007	243.0572
PLEKHG4-004	606.4826
PLEKHG4-006	335.8944
PLEKHG4-011	0.0
PLEKHG4-014	21.6887
PLEKHG4-017	10.3241
PLEKHG4-001	172.7091
PLEKHG4-013	18.4074
PLEKHG4-012	0.0
PLEKHG4-020	0.0
PLEKHG4-018	0.0
PLEKHG4-019	0.0
PLEKHG4-016	0.0
KRTAP4-3-001	0.0
FAT4-002	13.9256
FAT4-001	138.1353
FAT4-003	0.0
C8orf86-001	0.0
C8orf86-002	0.0
COLCA1-002	0.0
COLCA1-003	0.0
COLCA1-201	171.3485
COLCA1-202	0.0
COLCA1-001	92.7571
KIF19-003	0.0
KIF19-001	77.2309
KIF19-004	0.0
KIF19-006	0.0
KIF19-002	0.0
KIF19-005	58.8235
OR6K2-001	0.0
ZNF681-001	1296.5186
ZNF681-003	0.0
ZNF681-002	0.0
ACADSB-001	11624.5698
ACADSB-004	155.7423
ACADSB-002	0.0
ACADSB-005	272.509
STK40-002	2664.7459
STK40-001	5388.8756
STK40-003	0.0
STK40-004	10160.2241
STK40-008	65.6263
STK40-006	0.0
