gene_id	SJINF053_211
AC007163.9	0.0
OR8B1P	0.0
AC092646.2	0.0
RP11-318C24.2	3.856
RP11-536C5.7	42.5064
CALR4P	0.0
RP4-745K6.1	0.0
FLJ43879	0.0
AC098826.5	0.0
RP11-16L9.1	16.7095
RP11-497D6.3	0.0
RP1-20B21.4	0.0
RP11-216N21.1	0.0
AP000344.4	6.4267
AP000282.2	1.2853
HCG9P5	0.0
VTI1BP4	0.0
RP11-298E10.1	0.0
GUSBP8	1.2853
RP11-354K1.1	0.0
MYL12BP2	0.0
HCG4P5	242.3008
AC072062.3	7.7121
RPL7P12	0.0
ASH1L-IT1	0.0
RP1-283E3.4	746.2725
AKR1D1P1	0.0
RP4-738P11.3	2.5707
GS1-164F24.1	0.0
CTC-529I10.2	81.401
ZNF965P	0.0
AC092013.1	0.0
AC012363.8	3.856
AC098817.3	0.0
AC015922.5	1.2853
AC007365.4	1.2853
AC092796.1	0.0
AC012358.4	74.5501
IGHD4-17	0.0
DNAJB3	0.0
RP11-239H6.2	0.0
RP11-248J23.5	1.2853
OR5W1P	0.0
RP11-171A24.2	0.0
FAM212B-AS1	1.2853
RP1-180M12.1	1.2853
MRPS17P9	0.0
RP11-195C7.3	0.0
ARHGAP42P1	0.0
RP11-227F8.2	0.0
AC122136.2	0.0
SLC9A7P1	38.5604
RP11-958N24.2	5475.3213
TRIM60P3Y	0.0
ST13P21	0.0
AP003385.2	0.0
CARM1P1	0.0
AC008850.3	0.0
TRIM60P11Y	0.0
RP1-213J1P__B.1	0.0
KRTAP8-3P	0.0
MTND5P31	0.0
AC093166.2	0.0
RP11-184B22.2	1.2853
UGT1A11P	0.0
RP11-420H19.2	0.0
SUCLA2-AS1	0.0
SEPT2P1	0.0
RP11-381K7.1	0.0
RP11-156G14.6	0.0
RP11-307O1.1	1.2853
DPY19L2P3	60.7969
RP4-533D7.5	0.0
MTND5P18	0.0
HNRNPA1P31	0.0
AC002383.2	0.0
ARL5AP1	0.0
TCEB1P11	0.0
C1orf234	0.0
RP11-807H17.1	0.0
USP9YP12	0.0
RP3-389A20.2	0.0
GRAMD4P1	0.0
RPL23AP89	0.0
MRLN	0.0
AC114760.1	0.0
PSPC1P1	0.0
RP11-46E17.6	0.0
ASS1P5	0.0
PRKRIRP6	1.2853
ATP6V0E1P4	0.0
RP11-79N23.1	10.2828
RPS26P13	0.0
FAM66A	0.0
PSMA2P3	0.0
OR5P4P	1.2853
LINC00352	0.0
ISX-AS1	0.0
RP11-77P6.2	3.856
AC062032.1	0.0
MED6P1	0.0
SNAP25-AS1	1.2853
RP11-102C16.3	0.0
FLJ31104	2.5707
RP11-73B2.6	0.0
RP11-141M1.1	2.5707
RP11-69C17.3	0.0
KRT8P44	0.0
RP11-130C19.3	3.856
TCEB1P16	0.0
RP11-143M1.3	0.0
AL353997.11	0.0
RP1-153P14.5	0.0
SPTLC1P5	0.0
RP5-905H7.7	0.0
RBPJP6	0.0
RP11-191N8.2	0.0
MACROD2-IT1	0.0
SRGAP3-AS3	1.2853
AC009508.1	0.0
RP13-16H11.2	0.0
RP11-331F9.4	30.8483
RP11-423F24.3	0.0
RP6-102O10.1	0.0
MTND2P30	0.0
AC104695.4	0.0
RPL3P2	12.8663
RP11-372M18.1	0.0
UQCRBP2	1.2853
FRMD8P1	1.2853
RP11-103C16.2	0.0
AC007383.3	136.9152
RP11-543D5.1	0.0
AC003989.4	2.5707
CYCSP46	0.0
RP11-312B8.2	0.0
RPL18AP17	0.0
LINC01341	151.4524
TARID	1.2853
RP11-399H11.3	0.0
RP11-276H7.2	0.0
RP5-837I24.6	0.0
RP11-382D8.3	1.2853
RP5-1074L1.1	17.9949
LINC01429	0.0
AC098592.6	0.0
BUB3P1	0.0
NPM1P22	0.0
NR1H5P	0.0
RP11-600G3.1	0.0
PRKRIRP3	106.6838
PIN4P1	1.2853
AC002127.2	0.0
AC012668.3	0.0
RPL7P30	0.0
BRK1P2	0.0
TRIM60P18	52.6992
AC092675.4	0.0
TDGF1P1	0.0
AC010141.8	0.0
AC108463.2	0.0
RP5-891H21.1	0.0
RAB11AP1	0.0
MTND5P1	38.5604
RPL7AP65	0.0
DHX9P1	12.8535
MYCLP2	0.0
AC020743.2	0.0
AC011933.2	3.856
CTD-2330K9.3	3.856
AC073343.13	8.9974
RP11-350G8.5	1.2853
ZNF680P1	0.0
AC074338.5	0.0
RAPGEF4-AS1	0.0
RP11-166O4.4	2.5707
HNRNPA1P46	0.0
RP11-383C5.3	1.401
HCG20	1.2853
CYP1D1P	0.0
RP1-251M9.3	0.0
AC069257.8	2.5707
AC019084.7	3.856
AC078842.3	0.0
AC010967.2	0.0
HMGN2P21	0.0
RP4-663N10.1	0.0
HSPD1P9	0.0
RP3-395M20.9	3.856
VN1R51P	0.0
KB-1125A3.10	0.0
RP3-522D1.2	0.0
RP4-581F12.1	0.0
RP11-441A11.1	0.0
AC097721.2	0.0
RP4-781K5.4	0.0
DNAJA1P6	0.0
RP11-15B24.2	0.0
RP11-598C10.1	0.0
POLR2J2	408.5476
TOP3BP1	4.6915
RP11-325E14.2	0.0
RP11-151F5.2	0.0
RANP5	0.0
LINC00864	0.0
CFL1P3	2.5707
SEC63P1	6.5167
RP11-552D4.1	0.0
RP11-69E11.8	1.3111
Z83001.1	5.1414
LYPLAL1-AS1	0.0
AC023469.2	0.0
LINC01515	0.0
RP11-61J19.3	0.0
RP11-100G15.3	11.5681
RPL7P47	0.0
RP11-255A11.2	0.0
AC133106.2	0.0
UBBP5	0.0
BOD1L2	0.0
RP11-475E11.2	1.2853
HLA-U	1.2853
AC012368.1	1.2853
RP11-385M4.2	4.8072
RP1-121G13.2	0.0
IFNA14	0.0
RP5-884G6.2	7.7121
AC004920.2	0.0
RP5-837M10.4	1.5039
PNKDP1	0.0
COX6CP15	0.0
RP11-361M4.1	0.0
RP11-39K24.12	33.419
AC110620.1	0.0
AC016912.3	0.0
RP3-340N1.6	0.0
RP11-452F19.3	25.7069
AP000692.9	11.054
AC092839.3	0.0
MFI2-AS1	5.1414
ST13P19	0.7584
TPT1P2	0.0
AC112220.2	0.0
AC003991.3	0.9897
RP11-165F24.5	0.0
MYL6P5	0.0
AP001631.10	0.0
PHBP3	0.0
MTND1P17	0.0
RP11-15B24.3	0.0
RP1-122O8.7	7.7121
AKIRIN1P2	0.0
FALEC	0.0
RP11-12L8.1	1.2853
IGHD6-6	0.0
RP11-279E1.1	0.0
AC099684.1	0.0
AC092578.1	0.0
LINC01494	0.0
RP11-216M21.5	0.0
AP001469.7	6.4267
LINC01402	0.0
RP3-467K16.4	5.1414
AC105339.1	3.856
RP11-180I4.2	0.0
RP11-308N19.5	0.0
RP11-745O10.4	0.0
CASP16	2.5707
RPL3P1	7.7121
RP11-84A14.4	0.0
AC004941.3	0.0
RP11-23I7.1	0.0
RP11-302F12.2	0.0
RP11-410N8.1	0.0
AC007952.5	115.6812
TLE1P1	23.3933
AP001465.5	0.0
RP13-57D9.3	0.0
LL22NC03-23C6.15	0.0
AC097713.3	0.0
RP11-125K10.5	0.0
MTND1P11	29.563
RP11-489C13.1	0.0
HNRNPA1P21	0.0
PPIAP19	0.0
RP1-40E16.11	0.0
AC121251.1	0.0
RP1-317E23.3	46.7738
AC091770.3	0.0
RP11-244N9.6	0.0
GEMIN8P4	6.4267
RP4-656G21.1	0.0
RP11-455B2.9	0.0
MTND2P25	0.0
SNX19P1	0.0
RP11-363H12.1	0.0
RP13-60M5.2	0.0
RPL23AP16	0.0
RP11-345I18.6	0.0
RP11-342M1.3	5.1414
TCEB1P14	0.0
CTA-415G2.2	0.0
RPL5P27	0.0
PTPN2P1	2.5707
OR2M3	0.0
AL022341.3	2.5707
RNF144A-AS1	7.7121
RP4-724E13.2	0.0
RP11-778D9.4	0.0
AC016717.1	0.0
AC007967.2	0.0
C1orf143	0.0
AC073091.2	0.0
RPL7AL2	0.0
HYALP1	0.0
OFD1P17	35.9897
NLGN1-AS1	0.0
LINC00693	0.0
RP11-541F9.2	0.0
RP11-367F23.1	1.2853
AL390877.1	0.0
ATF4P3	5.1671
NPM1P30	0.0
LINC00578	1.2853
AC074363.1	0.0
HCG11	1150.3856
NACAP1	0.0
AC016908.1	0.0
AC074019.1	0.0
RP11-219C24.10	0.0
RP11-124I4.2	0.0
GAPDHP1	3.856
GLRXP	0.0
AP001476.4	0.0
TXNP5	0.0
EFCAB14-AS1	6.4267
GS1-304P7.2	6.4267
RP11-85G21.1	0.0
TTTY17A	0.0
MOB1AP1	0.0
AC093495.4	198.3933
UBBP2	0.0
NUTF2P3	0.0
AC012442.6	6.4267
COL6A4P2	97.6864
MT-ATP8	8034.7044
RP11-323I1.1	0.0
AC010141.6	0.0
RP11-1379J22.7	0.0
RP11-127L20.3	5.1414
LINC01320	0.0
PSMD8P1	2.5707
RALY-AS1	15.4242
RP11-513G11.2	1.2853
AC106874.1	0.0
RP3-508I15.9	90.2442
ARMCX3-AS1	0.0
AC112518.3	1.2853
ORM2	0.0
RP11-367B6.2	2.5707
KATNBL1P6	2.5964
LYPLA2P1	0.0
AP000593.5	0.0
PCAT6	3.856
RP4-640E24.1	0.0
RP11-132M7.3	0.0
RP11-445P17.6	0.0
RP11-220I1.4	14.1388
RP4-686C3.7	0.0
BMS1P17	0.0
LINC00392	0.0
TTTY4C	0.0
C19orf24	258.3548
RPL7P55	0.0
RP11-186N15.3	223.2391
RP11-10F11.2	0.0
OR4K6P	0.0
AC016734.2	4.3702
OR2S1P	0.0
LINC01209	0.0
LINC01350	0.0
GAPDHP45	0.0
CYP4F29P	1.2853
GUSBP11	4680.3985
RP11-522L3.5	0.0
RP11-235C23.5	0.0
AP001610.5	0.0
SPATA2P1	0.0
RP11-358M14.2	0.0
AC008753.6	6.4267
IGKV3D-7	0.0
RP11-206L10.2	103.6632
RP11-516A11.1	0.0
AC097495.3	15.4242
RP11-730A19.5	3.856
RPL17P43	0.0
AC024028.1	0.0
AC073063.10	7.7378
OR9H1P	0.0
RP11-804H8.5	0.0
RP5-845O24.8	0.0
AMD1P1	0.0
MIR646HG	10.2828
CTB-20D2.1	0.0
RP11-1148L6.5	39.8458
RP11-12D5.4	0.0
FTLP17	0.0
EFCAB14P1	1.2853
RPS26P4	0.0
CELSR3-AS1	0.0
AC018832.1	0.0
RP11-537H15.3	14.1388
RP11-184A2.2	0.0
RP11-552J9.9	0.0
BX322559.3	0.0
AC113617.1	0.0
RP11-365F18.1	0.0
RP11-503C24.3	0.0
AC015971.2	475.5913
SAR1P1	0.0
RP1-90J20.2	0.0
RP11-18B3.3	6.4267
RP11-524L6.2	0.0
AC106873.4	0.0
TXNDC12-AS1	11.5681
RP11-85L21.4	0.0
RP11-497K15.1	0.0
AC012497.2	0.0
RPS20P25	0.0
GAS2L1P2	0.0
AC010891.2	0.0
MYL6BP1	10.2828
ITPKB-IT1	6.4267
FAM197Y7	0.0
AC007040.6	0.0
RP5-1125A11.4	6.4267
AC011995.3	0.0
RP11-343J18.1	0.0
LINC01004	47.5578
RP11-216B9.6	25.7455
RP1-224A6.3	2.5707
HMGN2P25	0.0
RP4-575N6.2	0.0
AC079154.1	0.0
RP11-251M1.1	15.4242
RP11-563N6.6	0.0
AP001468.58	0.0
RP4-800M22.1	23.1362
RP1-111D6.3	0.0
CCT6P1	286.5681
TCEB1P24	0.0
CDY4P	7.7121
RP4-625H18.2	0.0
AC024937.2	2.5707
LINC01185	1.2853
PTMAP1	2.5707
RP11-549L6.3	0.0
RP4-735C1.6	0.0
AC005013.5	0.0
LINC00687	0.0
RP4-633I8.4	0.0
RP11-402L1.11	0.0
RP5-1091N2.9	44.9871
RP5-859M6.1	0.0
RP11-15B24.5	0.0
ARL5AP3	0.0
DHFRP2	0.0
OR7E23P	0.0
AC004951.6	194.4087
RP5-864K19.4	4.4859
RP11-400N13.2	0.0
RP5-859I17.2	0.0
TSTD3	2.5707
MTND5P6	0.0
RP11-173B14.4	7.7121
UGT1A2P	0.0
AC073052.1	16.7095
RP1-154J13.3	0.0
SDAD1P1	186.3753
RP5-994D16.9	19.2802
RPS15AP9	0.0
LINC01546	0.0
CYP2C59P	0.0
RP11-445N18.3	0.0
AP006222.2	104.2674
RP11-617O8.1	0.0
TRAPPC2P10	0.0
TUBB4AP1	1.2853
RP11-402N8.1	0.0
RP11-176D17.3	1.2982
AC018865.11	0.0
LIN28AP2	0.0
OST4	342.8021
CSTP1	0.0
RP3-342P20.2	16.7095
RP1-290I10.3	0.0
AC130464.1	0.0
U51244.2	3.856
RP5-859D4.3	0.0
RP11-106M7.1	2.5707
GRK5-IT1	1.2853
LINC01125	93.8303
RP13-225O21.2	15.4242
AC092168.4	0.0
RPL21P50	0.0
RAB11FIP1P1	1497.8278
LINC01013	697.9434
AC106875.1	0.0
TMSB10P1	0.0
RPL15P18	0.0
EEF1A1P11	23.8946
RP11-347D21.2	0.0
RP4-586O15.1	0.0
AC011897.2	0.0
RP11-98I9.4	78.419
DAP3P2	1.2853
AC006460.2	7.8149
RP11-339B21.8	1.2853
RP11-281A20.2	0.0
AC023271.1	5.1414
CT47A7	0.0
SURF6P1	0.0
RP11-298C3.2	0.0
AC099552.3	0.0
RP11-236F9.2	0.0
RP11-131O15.2	2.5707
RP5-1087E8.2	0.0
RP3-510D11.1	2.5707
RP11-179B15.5	0.0
AC068057.1	0.0
RP11-567B20.1	0.0
RP1-241P17.4	1.4139
RP11-392O17.1	0.0
AC009411.1	0.0
RP11-526K17.2	0.0
AC073326.3	0.0
AC093159.1	0.0
GS1-519E5.1	0.0
CCDC183-AS1	376.3496
CTA-313A17.3	0.0
OR7E26P	1.2853
ITPKB-AS1	2.5707
RP11-108M9.3	1.2853
RP11-483M24.2	1.2853
SNRPGP9	0.0
RP11-391J2.3	0.0
AC004837.5	30.8483
HSPA8P17	0.0
RP3-340B19.3	0.0
RP11-550P17.5	0.0
RP11-114M1.1	0.0
AL133247.2	0.0
LINC01005	0.0
RP11-170M17.1	1.2853
VN1R4	0.0
AC006461.2	0.0
AC073133.2	0.0
NUTM2E	18.2905
HSFY7P	0.0
LL0YNC03-29C1.1	0.0
RP11-279N8.1	1.2853
AC010731.2	0.0
TUBB1P2	0.0
AC073143.1	0.0
AC005042.5	0.0
RP1-41P2.7	0.0
SPCS2P4	76.671
AC007381.3	286.6324
D21S2088E	0.0
CFTRP1	0.0
C1orf233	23.1362
PAICSP2	0.0
AC013436.6	1.2853
MTND4P1	0.0
MACC1-AS1	0.0
RPL7P52	12.8535
POLR2CP	7.7121
RPL39P	0.0
RP5-872K7.7	0.0
RP11-574F21.2	11.5681
CLDN25	0.0
PDCL2P1	0.0
HNF4GP1	0.0
HK2P1	0.0
AC144450.1	0.0
RP13-476E20.1	1.2853
AC093166.3	0.0
RP11-66N11.7	0.0
AC012462.3	0.0
RP3-434P1.6	0.0
RP1-302D9.1	0.0
ZNF883	8.9974
RP3-399L15.3	12.8535
RP11-1B20.1	0.0
RP11-495P10.9	0.0
GS1-278J22.2	0.0
AC092295.4	0.0
HOTAIR	0.0
RP4-534N18.2	3.856
RP5-1051H14.2	0.0
FCF1P2	60.4113
AC005152.3	0.0
AC079779.4	2.8792
PHKG1P2	0.0
RPL31P13	0.0
RP11-568A7.2	0.0
AC005682.5	125.964
AC008940.1	1.2853
RP11-556E13.1	29.563
HNRNPCP7	21.8509
AC096558.1	5.1414
MYO5BP3	0.0
RPL23AP58	0.0
RP11-791O21.5	0.0
LINC01201	0.0
VN1R35P	0.0
AC090587.5	8.9974
PSMD10P1	71.9794
RP11-416K24.1	0.0
RP11-20O24.1	0.0
KRT18P1	0.0
RP11-129O7.2	0.0
TRGV5P	14.9871
LINC00448	0.0
NANOGP2	0.0
PROB1	3038.5604
CTB-147C22.3	0.0
AC006482.1	0.0
TTC3-AS1	5.1414
RP4-676J13.2	0.0
AC004692.4	0.0
AC008072.1	0.0
RP11-31E13.2	0.0
RP11-336A10.7	0.0
RP11-492I21.1	6.4267
RP3-419C19.3	0.0
COL11A2P1	0.0
RP3-335N17.2	0.0
RP5-826L7.1	0.0
MTND4P18	0.0
CES1P1	0.0
ARL17B	237.6992
RP5-968D22.1	0.0
RP11-155G14.1	0.0
TNKS2-AS1	0.0
RP11-671E7.1	1.2853
RP5-1160K1.6	54.8201
RP11-138M12.1	0.0
LINC00659	1.2853
RP11-787B4.2	0.0
AL109763.1	0.0
AP001065.15	1.2853
AC004006.2	0.0
RP11-284G10.1	0.0
DHFR	3156.7481
AF013593.1	0.0
RP11-145H9.3	0.0
RP5-1119A7.14	0.0
AC016909.2	0.0
SRGAP3-AS2	2.5707
MTND2P12	0.0
SAPCD1	173.4447
RP11-316K19.3	7.7121
RP11-211A18.2	0.0
RP11-95L3.2	0.0
RP11-335E6.3	0.0
GS1-18A18.2	0.0
AC008781.7	0.0
RP11-218I7.2	0.0
GABRG3-AS1	0.0
SPATA13	1.2853
RP5-884M6.1	0.0
RPS3AP30	1.2853
RP13-39P12.3	2.1851
RP11-242F24.1	0.0
AC004022.8	0.0
EIF4BP2	1.2853
RP11-534L6.3	7.7121
PABPC1P8	0.0
AB019438.66	0.0
FAF2P1	0.0
LIMS1-AS1	2.5707
ZNF885P	1.2853
RPL7L1P8	2.5707
KRT8P18	0.0
AC003101.1	0.0
ABCF2P2	0.0
AC007327.6	0.0
RP11-552J9.1	0.0
RP1-309H15.2	0.0
WEE2-AS1	28.6889
RP11-319C21.1	0.0
RP11-282C5.1	0.0
RP11-129J12.1	0.0
Z69666.2	2.5707
RP1-50A13.1	0.0
RP11-336N8.3	0.0
CTD-2026D20.3	47.0051
RP11-147I11.1	0.0
LINC00954	676.0925
LINC00266-4P	1.7224
NLGN4Y-AS1	0.0
HCG22	0.0
AC098784.1	0.0
THRB-AS1	5.1414
RP11-354K1.2	0.0
RP1-223B1.1	11.5681
LINC01128	588.6889
FAM207BP	0.0
AP000473.5	0.0
AC113607.2	0.0
RP11-253D19.1	1.2853
RP11-110G21.1	48.8432
AC073641.2	0.0
AC073072.6	0.0
RP11-211G3.3	0.0
AC092628.3	0.0
MRPS18CP6	0.0
HMGB3P4	19.2802
RP4-705D16.3	6.4267
PABPC1P11	0.0
LAMA5-AS1	0.0
RP11-119H12.5	0.0
MARK2P13	0.0
AK3P5	5.1414
BACH1-IT2	11.5681
RP11-567G24.1	2.5707
RP1-305B16.3	0.0
RPSAP1	0.0
RP11-293F5.8	0.0
MIR4500HG	0.0
LAMTOR3P1	0.0
RP11-344P13.4	0.0
RP11-234P3.2	0.0
RP11-162G10.1	3.856
AC005077.5	0.0
RP4-781K5.2	2074.8586
RP5-1014O16.9	0.0
RP11-249L21.4	1.2853
AC012123.1	0.0
CT45A5	0.0
CBX3P6	0.0
RP4-784A16.2	3.856
PIK3IP1-AS1	14.1388
PCDH9-AS2	0.0
RP11-112J3.15	0.0
RP11-467I20.3	0.0
ATP5G2P4	0.0
AC105402.2	0.0
CDY12P	0.0
RP11-1217F2.10	0.0
RP11-57H12.5	11.5681
NEGR1-IT1	1.2853
RP3-433G13.1	0.0
USP17L30	0.0
AC104653.1	5.1414
RP11-565H13.3	0.0
RPL23AP12	0.0
RP11-91I20.3	0.0
RP11-404F10.2	61.5296
MYLKP1	0.0
COX4I1P2	0.0
AC096664.2	0.0
AC012307.2	0.0
AC090954.5	0.0
AC010745.2	0.0
RP11-473E2.4	0.0
SEPT7-AS1	62.982
RP11-439E19.6	3.856
CICP9	1.2853
RPL23AP26	0.0
RP11-290D2.3	0.0
EEF1DP1	0.0
LINC01428	0.0
UBAC2-AS1	41.1311
TTTY21	0.0
CTD-2021A8.2	1.3111
AC012365.3	0.0
HMGN2P36	0.0
ST6GALNAC2P1	0.0
RASA4CP	586.8895
RP13-216E22.4	16.7095
AC008281.1	0.0
OR1H1P	0.0
OR7E128P	29.563
RP11-544M22.8	0.0
LINC01344	0.0
AC097381.1	0.0
RP13-210D15.1	0.0
AP000355.2	2.5707
AC016722.4	77.4165
TSPY3	0.0
AC002069.5	0.0
RPS13P2	1.2853
MTCO1P3	0.0
RP11-268G12.1	0.0
RP11-189G24.2	0.0
AC005539.2	0.0
SNRPD2P1	1.2853
AKT3-IT1	0.0
RP11-348A7.1	0.0
UBE3AP2	0.0
RP5-1053E7.2	0.0
AC004485.3	0.0
CLUHP2	0.0
SLC25A6P5	0.0
UGT1A12P	0.0
AC023137.2	0.0
RP11-336A10.4	0.0
RP11-567G11.1	0.0
AC006026.12	0.0
RP11-452J6.2	0.0
SATB1-AS1	1476.8638
RP11-23J9.3	0.0
PIGPP3	0.0
RP5-1121H13.3	0.0
OR2A9P	83.6889
AP000282.3	0.0
HCG23	0.0
OR7E93P	0.0
RP11-1007I13.2	0.0
HOMER2P1	0.0
AC096554.1	0.0
UBTFL6	0.0
RP11-286B14.1	0.0
AC009955.8	0.0
AC006483.5	0.0
SUMO2P8	1.2853
CTD-2501B8.5	0.0
LINC01205	0.0
RP11-364L4.1	19.2802
RP11-107G24.3	0.0
AC025627.7	0.0
RP11-101E19.8	0.0
TRDD3	0.0
RP13-228J13.8	1.2853
RP4-677H15.4	1.2853
AC133528.2	14.1388
RPL5P32	0.0
MTND1P9	6.4267
RP1-186E20.1	0.0
RP11-697E2.7	3.1877
AC068490.1	0.0
SEPT7P8	0.0
ACTBP14	1.2853
RP11-666A1.4	0.0
HNF4A-AS1	0.0
EXOSC3P1	1.2853
TMPRSS11GP	0.0
RP5-979D14.1	10.2828
LINC01038	0.0
GS1-542M4.4	0.0
AC083939.1	0.0
RPL30P13	0.0
RP11-265D19.6	0.0
RP11-224O19.4	1.2853
LINC01277	2.5707
PMS2P7	51.1568
RP11-88I18.3	0.0
AKR7A2P1	6.4267
AL591893.1	16.7095
RP11-553N16.1	0.0
AC067945.3	2.5707
AP001595.1	0.0
HSFY1P1	0.0
KRT223P	0.0
CDCA4P1	17.9949
RP11-402P6.6	0.0
RP11-666G4.1	0.0
RP11-91A18.1	0.0
SPRR2C	0.0
VDAC1P8	147.3907
RP11-272G22.3	0.0
RP1-232N11.2	0.0
AC091729.9	65.5527
RP11-266K22.2	2.5964
HMGN1P2	3.856
AF127577.10	0.0
DUTP1	2.5707
RP5-952N6.1	0.0
RP11-386I23.1	7.7121
AC074338.4	1.2853
AC020571.3	15.4242
RPS3AP54	0.0
RP11-20P5.2	0.0
TRBV23OR9-2	0.0
RP11-746P2.5	0.0
RP11-80I15.4	1.2853
AC096649.3	0.0
RP11-91I11.1	0.0
TMPOP1	0.0
HMGN2P24	0.0
CR848007.5	0.0
RP11-291J9.2	0.0
LINC01165	7.7121
OR5AW1P	0.0
PSMA6P2	0.0
LINC01548	0.0
RP11-32P22.1	0.0
MTND1P10	0.0
ANKRD20A8P	0.0
RP1-232L22__A.1	0.0
HSPA8P8	1.2853
IGHV3-47	0.0
OR51AB1P	0.0
CALM2P2	112.9692
TCEB1P20	0.0
RP11-360P21.2	0.0
YY1P2	0.0
ASTN2-AS1	0.0
BTBD6P1	12.8535
ABHD17AP4	0.0
MEOX2-AS1	0.0
RP11-439K3.1	0.0
AC006355.3	0.0
MED4-AS1	4.0617
RP11-690C23.3	1.2853
RP11-417B4.3	0.0
RP11-20J15.3	0.0
RPL41	2898.8303
AC068491.2	0.0
CTB-63M22.1	0.0
CYCSP4	0.0
AGBL5-IT1	2.5707
VIM-AS1	199.7815
AC007038.7	79.6915
ACTG1P2	0.0
AC016710.1	0.0
EIF4A1P10	10.1928
RPS7P4	0.0
CDY6P	0.0
CCDC26	12.8535
HCG4P8	0.0
AC009480.4	0.0
ACTBP1	0.0
SNX18P4	0.0
SMPD4P2	0.0
CRYGEP	0.0
RP11-348F1.3	1.2853
ANKRD10-IT1	1033.419
EPHA1-AS1	122.108
KCNQ5-AS1	2.5707
RP11-528A4.2	0.0
RP11-250H24.2	0.0
TSPY23P	0.0
AC009229.6	0.0
TCP1P1	0.0
RP11-84D1.1	14.1388
NAP1L1P2	0.0
GDI2P1	0.0
RP11-73M7.1	0.0
RPL19P20	0.0
RP11-247I13.6	0.0
AC073065.3	0.0
AC108059.4	2.5707
LINC00382	0.0
AC008154.5	0.0
AC069513.4	5.1414
GS1-124K5.11	544.9871
MRPS16P1	0.0
PGA4	0.0
ATP5HP2	0.0
ADAM1A	263.509
RP4-553F4.2	0.0
RP11-390B4.3	3.856
RP11-168O16.1	6.4267
AC004870.3	0.0
AC009495.4	0.0
RP11-775D22.2	1.2853
RP11-227H15.7	0.0
RP5-827O9.1	0.0
AC103564.7	0.0
PTGES3P3	1.2853
LINC00200	0.0
RP11-397O4.1	0.0
SERPINH1P1	2.5707
RBMY2NP	0.0
AC073987.1	0.0
KCTD9P6	0.0
RP11-561C5.4	4.3188
RP1-118J21.24	0.0
LINC00242	11.5681
CYCSP11	0.0
RP11-47A17.2	0.0
HNRNPA1P66	1.2853
KRT18P4	12.8535
AC105398.3	0.0
RP11-5P4.3	0.0
BTF3L4P4	0.0
RP11-38L15.2	13.8303
LINC00582	1.2853
AC022201.4	0.0
MT1P3	0.0
FEM1AP1	0.0
KRT18P53	0.0
CTD-2320J21.2	0.0
RBMY1KP	0.0
RP11-8L18.3	0.0
TTTY10	11.5681
HMGN1P37	0.0
PPP1R12BP1	0.0
RP11-223J15.2	0.0
LINC00710	0.0
PNPT1P1	2.5707
RP5-1111A8.3	0.0
AC098973.1	0.0
RP11-542K23.7	0.0
LINC00377	2.5707
RP11-492M19.3	0.0
WBP2P1	2.5707
LINC00446	0.0
USP9YP31	0.0
HNRNPA1P8	0.0
OR8C1P	0.0
RP11-407H12.8	0.0
ST13P13	0.0
RP11-229P13.22	0.0
RP11-552D8.1	0.0
LRRC37A12P	0.0
RP11-227H15.4	0.0
RP4-726N1.2	0.0
AC004691.5	0.0
POM121L8P	0.0
AC072062.1	55.2699
PES1P2	0.0
RP11-298A8.2	0.0
AC091493.2	0.0
RP11-498J9.2	0.0
RP11-104G3.2	0.0
XXbac-BPG13B8.10	0.0
LL22NC03-121E8.3	0.0
REV3L-IT1	1.2853
RP11-483F11.7	0.0
EEF1DP6	0.0
GPR53P	0.0
RP1-40E16.2	0.0
RP5-1125M8.2	0.0
LA16c-4G1.4	0.0
FABP5P4	0.0
RP11-1E11.2	0.0
AP000431.2	0.0
RP4-580N22.2	0.0
RFPL4AL1	0.0
RP5-1044H5.1	0.0
RP11-540H22.2	0.0
TUBB8P1	8.9974
RP4-583P15.10	0.0
RP5-905H7.8	0.0
TAF9P2	0.0
PPIAP25	0.0
RP11-431K24.2	0.0
AP001464.4	0.0
LINC00459	0.0
AC010084.1	0.0
RP11-452B18.2	0.0
RPP40P1	0.0
RP11-475I24.8	7.7121
RP11-470P21.2	0.0
RP3-425P12.5	0.0
ORM1	3.856
MCHR2-AS1	0.0
HMGB1P45	0.0
KRT8P12	179.9486
AC008269.2	0.0
RP5-937E21.1	0.0
DLEU1-AS1	0.0
NUTF2P7	0.0
ACAP2-IT1	111.8252
AC069154.4	0.0
RP11-135A24.2	0.0
AC006947.1	0.0
GK-IT1	0.0
PGBD4P8	0.0
AC046143.3	28.2776
RP1-241P17.1	0.0
AP000568.2	0.0
AC079305.8	0.0
RP11-92C4.4	0.0
RP11-193I22.2	3.856
CDY22P	0.0
RP5-857K21.7	9.0103
RP11-332M4.1	0.0
RP11-504E21.1	0.0
HYI-AS1	1.2853
ACTG1P9	0.0
KRTAP9-11P	0.0
AC007563.3	0.0
LRRC3-AS1	0.0
CYCSP51	0.0
DPY19L1P1	29.0488
PIN1P1	0.0
PPP1R2P5	0.0
UBTFL7	0.0
RP4-639J15.2	0.0
HMGN2P19	0.0
AC090587.4	33.419
RP13-225O21.5	0.0
AC092635.1	0.0
SZT2-AS1	4.4473
LINC00452	0.0
USP24P1	0.0
CICP3	45.7584
AC006041.1	0.0
